Unnamed:_0,Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country_Region,City,State,Postal_Code,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Profit,Month_Name,Month_Number,Order_Value
1133,1134,US-2019-134908,2019-06-05,2019-06-09,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4,0.2,-23.364,June,6.0,31.152
1173,1174,US-2018-104430,,,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Bloomington,Illinois,61701.0,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.176,4,0.8,-7.764,,,1.294
1196,1197,US-2018-130519,,,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065.0,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,1,0.2,-2.0988,,,55.968
1198,1199,CA-2019-130946,2019-04-08,2019-04-12,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136,April,4.0,23.996
1199,1200,CA-2019-130946,2019-04-08,2019-04-12,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464,April,4.0,272.198
1201,1202,CA-2019-114727,,,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.872,3,0.7,-1.4352,,,0.624
1204,1205,CA-2019-114727,,,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804,,,112.68
1212,1213,US-2020-118087,2020-09-09,,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,141.372,2,0.3,-48.4704,September,9.0,70.686
1213,1214,US-2020-118087,2020-09-09,,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036,2,0.7,-2.3276,September,9.0,1.518
1214,1215,US-2020-118087,2020-09-09,,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1,0.7,-3.6024,September,9.0,4.503
1219,1220,US-2020-118087,2020-09-09,,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1931.958,7,0.4,-386.3916,September,9.0,275.994
1235,1236,CA-2019-144344,,,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,33437.0,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.425,5,0.7,-29.94,,,7.484999999999999
1254,1255,CA-2020-144638,2020-03-10,,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013.0,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,35.91,3,0.4,-8.379,March,3.0,11.969999999999999
1257,1258,US-2019-168620,,,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205.0,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,27.882,3,0.7,-20.4468,,,9.294
1258,1259,US-2019-168620,,,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205.0,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542,,,180.016
1261,1262,US-2019-144393,,2019-11-04,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Greenville,North Carolina,27834.0,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",17.616,4,0.7,-14.0928,,,4.404
1270,1271,US-2019-103646,,,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,0.2,-12.792,,,25.584
1271,1272,US-2019-103646,,,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,0.8,-126.8592,,,16.264
1272,1273,US-2019-103646,,,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,8,0.8,-67.272,,,5.606
1274,1275,CA-2019-119186,,,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-88.784,,,77.686
1276,1277,CA-2019-119186,,,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,0.2,-7.1991,,,63.992
1282,1283,CA-2020-122154,2020-04-09,2020-04-11,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,0.7,-13.363,April,4.0,17.43
1284,1285,US-2018-149692,2018-12-06,2018-12-12,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Austin,Texas,78745.0,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,7,0.8,-4.851,December,12.0,0.39599999999999996
1310,1311,CA-2019-141397,,,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104.0,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2,0.2,-8.0784,,,80.784
1313,1314,US-2019-134488,,2019-10-01,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372,2,0.3,-13.3176,,,77.686
1319,1320,CA-2017-160773,2017-07-01,2017-07-05,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725.0,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184,6,0.7,-3.6288,July,7.0,0.864
1320,1321,CA-2020-167703,2020-02-03,2020-02-08,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229,3,0.7,-4.1832,February,2.0,1.743
1325,1326,US-2017-117058,,,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46,6,0.8,-30.555,,,2.91
1330,1331,CA-2020-127705,2020-06-02,2020-06-06,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052.0,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1,0.4,-0.6435,June,6.0,2.97
1332,1333,CA-2017-122567,,,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,3,0.8,-1.728,,,0.36000000000000004
1333,1334,CA-2017-122567,,,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,2,0.8,-13.93,,,3.98
1340,1341,CA-2020-113481,2020-01-02,2020-01-04,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540.0,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.828,January,1.0,347.85
1341,1342,CA-2020-113481,2020-01-02,2020-01-04,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,5,0.7,-12.528,January,1.0,3.132
1342,1343,CA-2020-113481,2020-01-02,2020-01-04,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854,6,0.7,-21.1596,January,1.0,4.809
1350,1351,CA-2017-153976,2017-10-03,2017-10-08,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,60201.0,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.279,3,0.3,-70.1043,October,10.0,86.093
1355,1356,US-2017-160444,2017-07-05,2017-07-05,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,3,0.2,-44.1552,July,7.0,73.592
1356,1357,US-2017-160444,2017-07-05,2017-07-05,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,11,0.2,-35.178,July,7.0,25.584
1358,1359,CA-2020-160045,,,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106.0,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988,1,0.6,-1.4413,,,1.988
1362,1363,CA-2020-125199,,,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,309.576,4,0.4,-56.7556,,,77.394
1363,1364,US-2020-155425,2020-11-10,2020-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705.0,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,38.388,14,0.7,-25.592,November,11.0,2.742
1364,1365,US-2020-155425,2020-11-10,2020-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705.0,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994,2,0.7,-63.996,November,11.0,47.997
1365,1366,US-2020-155425,2020-11-10,2020-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705.0,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,239.952,6,0.2,-35.9928,November,11.0,39.992
1367,1368,US-2020-155425,2020-11-10,2020-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705.0,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.136,4,0.2,-146.1096,November,11.0,224.784
1369,1370,US-2018-103471,,,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906.0,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058,7,0.7,-786.744,,,84.294
1381,1382,US-2019-100566,2019-09-03,2019-09-09,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505.0,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,3,0.6,-90.2484,September,9.0,27.983999999999998
1394,1395,US-2020-117247,2020-10-09,,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45,5,0.5,-430.617,October,10.0,130.49
1395,1396,US-2020-117247,2020-10-09,,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,66.645,3,0.5,-42.6528,October,10.0,22.215
1402,1403,US-2019-161396,,,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229.0,East,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,2,0.4,-58.1332,,,102.588
1404,1405,US-2017-118486,2017-04-06,2017-04-08,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,10.304,1,0.2,-2.1896,April,4.0,10.304
1405,1406,US-2017-118486,2017-04-06,2017-04-08,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,154.764,3,0.4,-36.1116,April,4.0,51.588
1409,1410,US-2019-122245,,,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023.0,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.4458,,,131.055
1418,1419,CA-2018-126697,,,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928,4,0.6,-1.4784,,,1.232
1420,1421,CA-2018-124800,,,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.588,2,0.7,-48.392,,,36.294
1422,1423,CA-2018-124800,,,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',77.031,9,0.7,-59.0571,,,8.559000000000001
1423,1424,CA-2018-124800,,,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,119.904,6,0.2,-1.4988,,,19.983999999999998
1425,1426,CA-2018-124800,,,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,363.648,4,0.2,-86.3664,,,90.912
1430,1431,CA-2020-122700,,,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-PH-10003092,Technology,Phones,Motorola L804,220.752,8,0.4,-40.4712,,,27.594
1438,1439,CA-2018-139731,,,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109.0,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,0.3,-350.49,,,490.686
1445,1446,CA-2020-102337,,,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653.0,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",164.736,4,0.2,-39.1248,,,41.184
1446,1447,CA-2020-102337,,,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653.0,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,470.302,7,0.3,-87.3418,,,67.186
1448,1449,US-2017-112564,,,First Class,TS-21160,Theresa Swint,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.502,3,0.7,-1.7514,,,0.834
1450,1451,US-2018-160150,,,First Class,TS-21085,Thais Sissman,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,2.025,1,0.7,-1.35,,,2.025
1461,1462,US-2019-128902,2019-03-11,,Standard Class,MB-18085,Mick Brown,Consumer,United States,Vineland,New Jersey,8360.0,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722,March,3.0,122.003
1463,1464,CA-2019-152289,,,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,77506.0,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6,0.3,-29.2776,,,170.78599999999997
1465,1466,CA-2017-151708,2017-08-08,,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Glendale,Arizona,85301.0,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,4,0.2,-3.0344,August,8.0,30.344
1466,1467,CA-2017-151708,2017-08-08,,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Glendale,Arizona,85301.0,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,August,8.0,31.992
1473,1474,US-2018-105676,2018-12-01,2018-12-02,Same Day,NM-18520,Neoma Murray,Consumer,United States,Houston,Texas,77036.0,Central,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",6.688,4,0.6,-4.0128,December,12.0,1.672
1496,1497,CA-2020-152485,2020-09-04,2020-09-08,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019.0,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784,1,0.2,-0.2098,September,9.0,16.784
1501,1502,CA-2020-130386,2020-11-12,,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745.0,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542,November,11.0,180.016
1505,1506,CA-2018-153388,2018-08-01,2018-08-07,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004.0,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1004.976,6,0.2,-175.8708,August,8.0,167.496
1513,1514,CA-2020-112809,,,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,5,0.8,-33.139,,,4.276
1514,1515,CA-2020-112809,,,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,4,0.8,-11.4648,,,1.686
1515,1516,US-2020-160759,2020-12-11,,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",63.686,1,0.3,-9.098,December,12.0,63.686
1524,1525,CA-2018-144806,2018-12-06,2018-12-11,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705.0,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,6,0.2,-58.6872,December,12.0,41.184000000000005
1547,1548,CA-2018-111395,,,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912,2,0.8,-40.6504,,,11.956
1550,1551,US-2020-124926,,,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Houston,Texas,77095.0,Central,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,6,0.8,-24.7086,,,1.554
1562,1563,US-2020-102890,,,Same Day,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10011.0,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-295.9785,,,208.92600000000002
1566,1567,CA-2018-129112,,,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002.0,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3,0.2,-0.2685,,,7.16
1567,1568,CA-2018-129112,,,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002.0,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,8.784,4,0.8,-13.6152,,,2.196
1570,1571,US-2017-157385,,,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004.0,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,0.2,-67.941,,,120.78399999999999
1574,1575,CA-2017-101602,,,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907.0,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-9.153,,,13.56
1575,1576,CA-2017-101602,,,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907.0,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-21.808,,,152.656
1580,1581,CA-2018-131338,2018-08-09,2018-08-12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024.0,East,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,382.806,9,0.4,-153.1224,August,8.0,42.534
1594,1595,CA-2018-118423,,,First Class,DP-13390,Dennis Pardue,Home Office,United States,Peoria,Illinois,61604.0,Central,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058,3,0.3,-35.9058,,,119.68599999999999
1595,1596,CA-2020-149181,2020-05-08,2020-05-12,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568,May,5.0,23.996
1600,1601,CA-2020-158876,,,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007.0,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,2,0.6,-13.993,,,7.996
1614,1615,US-2019-113509,,,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,83.976,3,0.2,-13.6461,,,27.992
1629,1630,CA-2020-101049,,,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,44105.0,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,6,0.7,-34.38,,,6.876
1636,1637,CA-2017-168984,,2017-12-02,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224.0,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,5,0.2,-167.27,,,133.816
1637,1638,CA-2017-168984,,2017-12-02,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224.0,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,4,0.2,-87.6672,,,109.584
1646,1647,CA-2018-105221,2018-11-01,2018-11-03,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094,November,11.0,17.68
1647,1648,CA-2018-105221,2018-11-01,2018-11-03,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.168,2,0.2,-0.7128,November,11.0,1.584
1648,1649,CA-2018-120341,,,Second Class,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,6,0.7,-100.92,,,20.184
1649,1650,CA-2018-120341,,,Second Class,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.894,1,0.4,-9.1788,,,45.894
1661,1662,CA-2020-144526,,2020-05-06,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5,0.4,-158.102,,,135.51600000000002
1662,1663,CA-2020-144526,,2020-05-06,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,13.896,3,0.7,-9.264,,,4.632000000000001
1664,1665,CA-2019-128531,,,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217.0,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,297.576,3,0.2,-7.4394,,,99.19200000000001
1666,1667,CA-2019-128531,,,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217.0,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,94.992,2,0.2,-2.3748,,,47.496
1669,1670,US-2018-157154,2018-01-10,,Standard Class,MM-17920,Michael Moore,Consumer,United States,New York City,New York,10011.0,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,4,0.4,-373.3048,January,1.0,254.526
1674,1675,CA-2018-143077,,,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936,2,0.6,-10.4196,,,10.968
1675,1676,CA-2018-143077,,,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,6.588,3,0.8,-10.2114,,,2.196
1678,1679,CA-2017-122882,2017-09-07,,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764,September,9.0,64.784
1681,1682,CA-2017-122882,2017-09-07,,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,0.7,-559.356,September,9.0,99.885
